,id|title|starring|writer|editor|
1561,1663||Pierre Rosenberg James Lord Jean Clair Jean Leymarie Fran?ois Rouan Philippe Noiret Balthus|Damian Pettigrew||
1562,1664|The Quatermass Xperiment|Waldo Bruce Donlevy Jane Asher Thora Hird Jack Warner (actor) Richard Wordsworth Lionel Jeffries Gordon Jackson (actor)|Richard Landau||
1563,1665||Frank Silvera Irene Kane Jamie Smith|Stanley Kubrick Howard Sackler||
1564,1667||George Harrison John Lennon Paul McCartney Ringo Starr|Bob Smeaton||
1565,1668|Angel Rodriguez|Jonan Everett Rachel Anne Griffiths|Hannah Weyer||
1566,1669|Marmoulak|Farideh Sepah Mansour Bahram Ibrahimi Parviz Parastui Shahrokh Foroutanian Maedeh Tahmasebi|Peiman Ghasemkhani||
1567,1670||Harry Moses Horwitz Diana Darrin Larry Fine (actor) Samuel Horwitz Angela Stevens Mary Ainslee|||
1568,1671||Fernando Casado D'Arambillet Delia Boccardo James Whitmore Francesco Sparanero|Tito Carpi Vincenzo Mannino Leonardo Mart?n Enzo G. Castellari Maurizio Amati Gianfranco Clerici||
1569,1672|The Christmas That Almost Wasn't|Rossano Brazzi Paul Tripp|Paul Tripp||
1570,1673|Road to Rio|Edith Holm Sondergaard Leslie Townes Hope Mary Leta Dorothy Slaton Frank Faylen Harry Lillis Crosby|Jack Rose Edmund Beloin||
1571,1674|Berlin International Film Festival|Ver?nica Forqu? H?ctor Alterio|Manuel Guti?rrez Arag?n||
1572,1675||Wallace Fitzgerald Beery Leopoldo Antonio Carrillo Vina Fay Wray|Ben Hecht||
1573,1676||Ritva Valkama Marjatta Raita Tapio H?m?l?inen Vesa-Matti Loiri Olavi Ahonen|Spede Pasanen||
1574,1678|The Lucky Ones|Rachel McAdams Timothy Francis Robbins Michael Pena|Neil Burger Dirk Wittenborn|Naomi Geraghty|
1575,1679|Laserblast|Dennis Burkley Mike Bobenko Barry Cutler Ron Masak Francis Xavier Aloysius James Jeremiah Keenan Wynn Eddie Deezen Kim Milford Cheryl Lynn Smith Roderick Andrew Anthony Jude McDowall Gianni Russo|Franne Schacht Frank Ray Perilli||
1576,1680|Western Union|Barton MacLane Randolph Scott Ira Dean Jagger Robert George Young Sherman Virginia Poole|Zane Grey||
1577,1681||Chris Makepeace Adam Baldwin Matthew Raymond Dillon Joan Mary Cusack|Alan Ormsby||
1578,1682|A Lucky Day Un du00EDa de suerte|Valentina Bassi|Sandra Gugliotta Marcelo Schapces||
1579,1683|My Beautiful Laundrette|Saeed Jaffrey Gordon Warnecke Roshan Seth Daniel Michael Blake Day-Lewis|Hanif Kureishi||
1580,1684|||Ian A. Stuart||
1581,1685||Philip St. John Basil Rathbone William Nigel Ernle Bruce|Paul Gangelin Arthur Conan Doyle||
1582,1686||Walter Houghston|Robert Riskin||
1583,1687||Corey Scott Feldman Marvin John Nance Sarah Douglas|Bob Logan (film director)||
1584,1688|Wannabe|Frances Bathory|Frances Bathory||
1585,1690||Gamini Fonseka Jeewarani Kurukulasooriya|Mike Wilson(director)||
1586,1691|Valu00E9rie|Guy Godin Danielle Ouimet|Louis Gauthier Denis H?roux Richard Sadler John Dunning Andr? Link||
1587,1692|Our Daily Bread Unser tu00E4glich Brot||Nikolaus Geyrhalter Wolfgang Widerhofer||
1588,1693||Amy Adams (actress) Keri Lynn Pratt Robin Dunne Sarah Thompson|Roger Kumble||
1589,1694||Deepan Chakkaravarthi Kamal Haasan|||
1590,1695||Robert Dryer|Peter Knight Silander||
1591,1696|Master with Cracked Fingers|Dean Shek u9673u6E2Fu751F (Chan Kong Sang) Siu Tien Yuen|||
1592,1697|Croupier|Clive Owen Paul Reynolds Alex Kingston Kate Hardie Gina McKee Nick Reding|Paul Mayersberg||
1593,1698||Randall Matthew Batinkoff Maria Cina Euan Macdonald Trish Doolan|Trish Doolan||
1594,1699||Robin Meloy Janis Ward Kate McNeil Eileen Davidson Harley Jane Kozak|Bobby Fine Mark Rosman||
1595,1700|Legion of the Night|S. William Hinzman Tim Lovelace Jeff Rector Heather Fine Ron Asheton|Matt Jaissle||
1596,1701|The Shakedown||||
1597,1702|Telefon|Lee Ann Remick Donald Henry Pleasence Charles Dennis Buchinsky|Novel Stirling Silliphant Walter Wager Peter Hyams||
1598,1703|||Toshiki Inoue||
1599,1704|The Creeping Flesh|Lorna Heilbron Kenneth J. Warren George Christopher Benson Christopher Frank Carandini Lee Jenny Runacre Peter Wilton Cushing|Jonathan Rumbold Peter Spenceley||
1600,1705||Kimberly A. Botfield Zakes Mokae Robert John Burke|Richard Stanley (film director)||
1601,1706||Kerr Van Cleve Smith Melissa Yvonne Lewis Nathan Wetherington Kristina Anapau Tom Parker (actor)|Rhett Reese||
1602,1707|Confession of Pain|Takeshi Kaneshiro u6797u7ACBu6167 Lu00EDn Lu00EC-Huu00EC Xu Jinglei Tony Leung Chiu Wai|Alan Mak Felix Chong||
1603,1708|Patriot Games|Richard St.  John Harris Shaun Mark Bean Harrison Ford Todd Jones Samuel Leroy Jackson William Fox Anne Archer Patrick Bergin Thora Birch|Tom Clancy||
1604,1709|Mr. Smith Goes to Washington|James Stewart (actor) Gladys Georgianna Greene William Claude Rains|Lewis R. Foster Sidney Buchman||
1605,1710|Lonely Boy|Paul Anka|||
1606,1711|Saturn Award for Best Science Fiction Film Alien Nation|Peter Jason Roger Aaron Brown Kevyn Major Howard Leslie Bevis Conrad Dunn James Langston Edmund Caan Terence Stamp Mandel Bruce Patinkin Jeff Kober|Rockne S. O'Bannon||
1607,1712|Goldrush: A Real Life Alaskan Adventure|Bruce Lorne Campbell Alyssa Jayne Milano|Jacqueline Feather David Seidler||
1608,1713|Peter Pan|Bill Thompson (voice actor) Roland Dupree Hans Conried Tommy Luske Kathryn Beaumont Candy Candido Don Barclay Thomas Sanders Heather Angel Paul Collins (actor) Bobby Driscoll|William Cottrell Ted Sears Ralph Wright Joe Rinaldi Erdman Penner J.M. Barrie Milt Banta Winston Hibler Bill Peet||
1609,1714|Wuthering Heights|Erika Jane Christensen Christopher Kennedy Masterson Michael James Vogel|Annie deYoung Max Enscoe||
1610,1715|Gli ultimi giorni di Pompei|Victor Varconi|Alfredo Panzini Edward George Bulwer-Lytton||
1611,1716||Gordon Liu|||
1612,1717|BAFTA Award for Best Film The Elephant Man|Wendy Margaret Hiller Philip Anthony Hopkins Arthur John Gielgud Anna Maria Louisa Italiano John Vincent Hurt|David Keith Lynch Eric Bergren Christopher De Vore||
1613,1718||Maxwell Caulfield Anthony LaPaglia Deborah Mazar Robin Tunney Rory Cochrane Renu00E9e Kathleen Zellweger Liv Rundgren|Carol Heikkinen||
1614,1719|Turistas|Beau Garrett Agles Steib Desmond Askew Joshua David Duhamel Max Brown Olivia Wilde Olga Diegues Melissa Suzanne George|Michael Arlen Ross||
1615,1720||Gong Li Yu Rongguang Zhang Yimou Luk Suk Bung|Li Pik-wah||
1616,1721||Greta Scacchi Roger Rees Sir Laurence Olivier|John Mortimer John Fowles||
1617,1722|Stiffy|James Bachman Steve Oram|Alice Lowe||
1618,1723||Georgette Andru00E9 Barry Kippee Valez Donald John DeFore George Tobias|Bert C. Brown (story) Milton M. Raison (story) Boris Ingster Leo Townsend||
1619,1724|Mean Girls|Rachel McAdams Neil William Flynn Ana Kristina Gasteyer Amanda Seyfried Tim Meadows Amy Poehler Daniel Franzese Lacey Nicole Chabert Jonathan Bennett Lindsay Dee Lohan Elizabeth Stamatina Fey Elizabeth Anne Caplan|Elizabeth Stamatina Fey Rosalind Wiseman||
1620,1726|Riders Steal|Leslie Steven Berks Bruce Martyn Payne Stephen Dorff Jr. Natasha Henstridge|Mark Ezra||
1621,1727|Chickens Come Home|Arthur Stanley Jefferson Oliver Hardy|H.M. Walker||
1622,1728|Nosferatu|Margarethe Schroeder Alexander Granach John Gottowt Ingo Clemens Gustav Adolf Freiherr von Wangenheim Ruth Landshoff Gustav Botz Heinrich Witte Hardy von Francois Georg H. Schnell Guido Herzfeld Wolfgang Heinz Albert Vehnor Karl Etlinger Maximilian Schreck Fanny Schreck Max Nemetz|Bram Stoker||
1623,1729|Greed|Jack Curtis (actor) ZaSu Pitts Gibson Gowland Joan Standing Leonidas Frank Chaney Sylvia Ashton Dale Fuller (actor) Tempe Pigott Chester Cooper Conklin|Erich Oswald Stroheim Frank Norris June Beulah Hughes||
1624,1730||Vinod Khanna Moushumi Chatterjee Rakesh Roshan|||
1625,1731||u9673u6E2Fu751F (Chan Kong Sang) James Tien (actor)|Kenneth Tsang u9673u6E2Fu751F (Chan Kong Sang)||
1626,1732|The Black Sheep of Whitehall|Thora Hird Will Hay Basil Sydney Lewis Ernest Watts Mills Felix Aylmer Leslie Mitchell (broadcaster)|Angus MacPhail John Dighton||
1627,1733|I'll Do Anynthing I'll Do Anything|Julie Deborah Kavner Tracey Ullman Joely Kim Richardson Nicholas King Nolte Albert Lawrence Einstein Whittni Wright|James L. Brooks||
1628,1734|Columbia Pictures Serial (film)||||
1629,1735|Paap|Gulshan Grover John Abraham (actor) Udita Goswami|Mahesh Bhatt||
1630,1736|The Incredible Journey of Mary Bryant|Nigel John Dermot Neill Jack Davenport Tony Martin (actor) Alex O'Loughlin Romola Sadie Garai|Peter Berry||
1631,1737||Leslie Louise Bibb Sacha Noam Baron Cohen 1987 Michael Clarke Duncan John William Ferrell John C. Reilly Amy Adams (actress) Gary Cole Jane Lynch|Adam McKay John William Ferrell||
1632,1738|The Amateurs|Edward Bridge Danson III Tim Blake Nelson Joseph Peter Pantoliano William Edward Fichtner Jeffrey Leon Bridges|Michael Traeger||
1633,1739|On Borrowed Time|Lionel Herbert Blythe Cedric Webster Hardwicke Beulah Bondy|Alice D.G. Miller Lawrence Edward Watkin Paul Osborn Frank O'Neill (writer)||
1634,1740|Halloween 4: The Return of Michael Myers|Danielle Andrea Harris Beau Starr Donald Henry Pleasence George P. Wilbur Sasha Jenson Ellie Cornell|Danny Lipsius Alan B. McElroy Larry Rattner Benjamin Ruffner||
1635,1741||Matthew Mackendree Lanter Maxim Roy|Randall M. Badat   Rob Kerchner||
1636,1742|The Affair of the Necklace|Simon Shackleton John Price Simon Baker Adrien Brody Joely Kim Richardson Brian Cox Ronald Walken Hilary Ann Swank|John Sweet||
1637,1744|About Adam|Tommy Tiernan Stuart Townsend Kate Garry Hudson|Gerald Stembridge||
1638,1745|Taffin|Alison Doody Pierce Brendan Brosnan Ray McAnally|Lyndon Mallet David Ambrose||
1639,1747|Midnight|Lily Claudette Chauchoin John Sidney Blyth|Charles Brackett Samuel Wilder||
1640,1748|God of Gamblers|u5289u798Fu69AE) Chow Yun-Fat|Wong Jing||
1641,1749||Miriam Makeba|Lionel Rogosin Bloke Modisane Lewis Nkosi||
1642,1750||Walter Ray Williams Wayne Webb Pete Weber|Christopher Browne||
1643,1751||Christian Ulmen Franka Potente Moritz Bleibtreu Martina Gedeck|Michel Houellebecq Oskar Roehler||
1644,1752|Darkened Room|Cerina Vincent Jordan Ladd Etsuko Shikata|David Keith Lynch||
1645,1753||Matthew William Lawrence Christopher Allen Lloyd Paul Dooley David Lee Gallagher|Alan Eisenstock Larry Mintz||
1646,1754|Simply Irresistible|Sean Patrick Flanery Sarah Michelle Gellar|Judith Roberts||
1647,1755||Joshua Carter Jackson Thomas Mark Harmon Sarah Wayne|Icel Dobell Massey Ninian Dunet Rick Stevenson||
1648,1756|Barton Fink Palme d'Or|John Stephen Goodman John Michael Turturro Judy Davis Steven Vincent Buscemi Michael Lerner (actor)|Coen Brothers||
1649,1757||Daniel Stern Frederick Aaron Savage Howie Michael Mandel II|Terry Rossio Ted Elliott||
1650,1758|Anne of the Indies|Debralee Griffin Herbert Brough Falcon Marshall Louis Jourdan Elizabeth Jean Peters Sabino Tomas Gomez|||
1651,1759|Ator l'invincible|Sabrina Siani Ritza Brown Miles O'Keeffe Edmund Anthony Cutlar Purdom|Michele Soavi||
1652,1760||Arliss Howard Michael Tucci Robert Selden Duvall Jeffrey Michael Tambor|Harry Stein Peter Malkin Lionel Chetwynd||
1653,1761|Antony and Cleopatra|Fernando Casado D'Arambillet Hildegarde Neil Carmen Sevilla John Charles Carter Juan Luis Galiardo Eric Richard Porter John Castle|Federico De Urrutia John Charles Carter William Shakespeare||
1654,1763|The Merry Widow|Marie Adrienne Koenig John Cecil Pringle Roy Giusti|Benjamin Glazer Erich Oswald Stroheim||
1655,1764|My Blue Heaven|Stephen Glenn Martin Carol Kane Joan Mary Cusack Bill Irwin Frederick Alan Moranis|Nora Ephron||
1656,1765||Jerome Lester Horwitz Ted Lorch Harry Moses Horwitz Barbara Slater Larry Fine (actor) Vernon Bruce Dent Emil Sitka|Zion Myers||
1657,1766|The Fall Guy|Oliver Hardy|Edward L. Moriarty Larry Semon Norman Taurog||
1658,1767|The Secret People|Charles Goldner Valentina Cortese Serge Reggiani|Thorold Dickinson Wolfgang Wilhelm||
1659,1768|Stepping Out|Liza Minnelli|Richard Harris (television writer)||
1660,1769||Eli Wallach Harry Robinson Hamlin George Campbell Scott Aaron Chwatt Trish Van Devere|Sheldon Keller Larry Simon Gelbart||
1661,1770|27 Dresses|Katherine Marie Heigl Melora Hardin Malin ?kerman James Paul Marsden|Aline Brosh McKenna||
1662,1771|Night and Day|Archibald Alec Leach Monty Woolley Mary Virginia Martin Gladys Smith|Charles Hoffman Leo Townsend William Bowers||
1663,1772|Filmfare Best Movie Award Black|Amitabh Bachchan Rani Mukherjee|Sanjay Leela Bhansali||
1664,1773||Ivar Kants Steve Bisley Anna Jemison Gosia Dobrowolska|Thomas Kenneally||
1665,1774|Samantha|Ione Skye Dermot Mulroney Martha Campbell Plimpton Mary Kay Place Hector Elizondo|John Golden||
1666,1775|Sweeney Todd: The Demon Barber of Fleet Street|Timothy Leonard Spall Helena Bonham Carter Laura Michelle Kelly Sacha Noam Baron Cohen 1987 Alan Sidney Patrick Rickman John Christopher Depp II|Hugh Wheeler Stephen Sondheim Christopher Bond||
1667,1776|Country Hotel|Prachuap Lukgamdi Chana Sriubon Sarinthip Siriwan|Rattan Pestonji||
1668,1777|Cu00F3micos|Emma Penella Fernando Casado D'Arambillet Mariano Asquerino Elisa Galv? Rosario Garc?a Ortega Manuel Alexandre Carlos Casaravilla|Juan Antonio Bardem||
1669,1778|Se Tutte le Donne del Mondo|Dorothy Provine Thomas Terry Hoar-Stevens Krikor Ohanian|||
1670,1779|Ruby Bridges|Penelope Ann Miller Kevin Pollak|Toni Ann Johnson||
1671,1780|Backstreet Dreams|Brooke Christa Camille Shields Sheryl Ann Fenn|Jason O'Malley||
1672,1781|Where the Sidewalk Ends|Carver Dana Andrews Gene Eliza Tierney|Ben Hecht Robert E. Kent||
1673,1782|Il mestiere delle armi|Aldo Toscano Dimitar Ratchkov Desislava Tenekedjieva Sergio Grammatico Sasa Vulicevic Sandra Ceccarelli Fabio Giubbani Christo Jivkov|Ermanno Olmi||
1674,1783|Cure|Tsuyoshi Ujiki Koji Yakusho Anna Nakagawa Masato Hagiwara|Kiyoshi Kurosawa||
1675,1784|Kagen no tsuki|Chiaki Kuriyama Tomoka Kurokawa Hiroki Narimiya Motoki Ochiai Hyde (singer)|Ken Nikai||
1676,1785|Free Willy 3: The Rescue|Vincent Berry Peter LaCroix Tasha Simms Annie Corley August Schellenberg Jason James Richter Patrick Kilpatrick|John Mattson||
1677,1786||Michael Riley Stephanie Moore Martin Roach Zachary Bennett|Writers Guild of America Ernie Barbarash||
1678,1787||Joan Chen Matthew Raymond Dillon|David Henry Hwang||
1679,1788|Cradle of Fear|Eileen Daly Emily Booth (actress) Dani Filth|Alex Chandon||
1680,1789|The Nun's Story|Edith Margaret Emily Ashcroft Audrey Kathleen Ruston Frederick George Peter Ingle-Finch Edith Mary Evans|Kathryn Hulme Robert Anderson (screenwriter)||
1681,1790|The Girls of Pleasure Island|Leo Genn Don Taylor (actor) Philip Ober Elsa Lanchester|F. Hugh Herbert William Maier||
1682,1791|Troops|Cameron A. Clarke Jess Q. Harnell|Kevin Rubio Steven Melching David Hargrove David McDermott||
1683,1792|BAFTA Award for Best Film East Is East|Linda Bassett Om Puri|Ayub Khan-Din||
1684,1793||Aparna Sen Utpal Dutt Balbir Raj Kapoor Jennifer Kendal|Ruth Prawer Jhabvala James Francis Ivory||
1685,1794|The Absent Minded Professor|Nancy Olson Fredrick Martin MacMurray|Bill Walsh (producer) Samuel W. Taylor||
1686,1795|Madman||Robert Rodriguez George Huang (director) Mike Allred||
1687,1796|Rabbits|Scott Coffey Rebekah Del Rio Laura Elena Martu00EDnez Harring Naomi Ellen Watts|David Keith Lynch||
1688,1798||Martita Hunt Nou00EBl Peirce Coward Keir Dullea Laurence Kerr Olivier Carol Lynley|Penelope Mortimer Marryam Modell John Mortimer||
1689,1799|Bloodsport 4: The Dark Kumite|Daniel Bernhardt Derek McGrath Stefanos Miltsakakis Michael Krawic Lisa Stothard|George Saunders||
1690,1800||Bernard Schwartz Burton Stephen Lancaster|Ernest Lehman Clifford Odets||
1691,1801|T2 3-D: Battle Across Time|Linda Carroll Hamilton Edward Walter Furlong Robert Patrick Arnold Schwarzenegger|Adam J. Bezark James Francis Cameron Gary Goddard||
1692,1802|Campfire Tales|Christine Joan Taylor Kim Murphy Zandell Amy L. Smart Ronald Joseph Livingston James Paul Marsden Christopher Kennedy Masterson|Marcin Stanislaw Kunert Dziewanowski||
1693,1803|The Serpent's Egg|Toni Berger Christian Berkel Heinz Bennent Isolde Barth John Arthur Carradine Liv Johanne Ullmann|Ernst Ingmar Bergman||
1694,1804|Ghost Dog: The Way of the Samurai|Forest Steven Whitaker|James R. Jarmusch||
1695,1805|Madagascar|Chris Rock Sacha Noam Baron Cohen 1987 Benjamin Edward Stiller Jada Koren Pinkett Paul Andrew Richter Cedric Antonio Kyles David Lawrence Schwimmer|Mark Burton (writer) Eric Darnell Billy Frolick||
1696,1806|Dark Corner|Webb Parmalee Hollenbeck Mark Stevens (actor) William Bendix Lucille Du00E9siru00E9e Ball|Jay Dratler Leo Rosten Bernard C. Schoenfeld||
1697,1807||Blanca de Castejon|Luis Saslavsky||
1698,1808|Invisible Agent|Jon Hall Cedric Webster Hardwicke Lu00E1szlu00F3 Lu00F6wenstein Ilona Hajmu00E1ssy|Curtis Siodmak H.G. Wells||
1699,1810|Shisha no sho|Ky?ko Kishida Tetsuko Kuroyanagi Rie Miyazawa|Shinobu Origuchi||
1700,1811|Amar Akbar Anthony|Parveen Babi Neetu Singh Vinod Khanna Amitabh Bachchan Rishi Kapoor Shabana Azmi|||
1701,1812|A Nightmare on Elm Street 2: Freddy's Revenge|Marshall Bell Clu Gulager Robert Barton Englund Kimberly S. Myers Mark Patton Robert Rusler Hope Elise Ross Lange|David Chaskin||
1702,1813||Toru Furuya Kazuyuki Sogabe Ry?zabur? ?tomo Miki It? J?ji Yanami Y?ko Minaguchi Masako Nozawa|||
1703,1814|Mostly Martha|Maxime Foerste Martina Gedeck|Sandra Nettelbeck||
1704,1815|||Nikalai Erdman||
1705,1816|Destination Earth||Michael Amestoy George Gordon||
1706,1817|A Page of Madness|Yoshie Nakagawa Masuo Inoue|Yasunari Kawabata Teinosuke Kinugasa||
1707,1818|The Folly of Anne|Lillian Diana Gish Elmer Clifton|Ellen Farley George Pattullo||
1708,1819|October Sky|Jacob Benjamin Gyllenhaal Chris Cooper (actor) Laura Elizabeth Dern|Homer Hickam Lewis Colick||
1709,1820||Shun Oguri|Masaki Adachi Takashi Shimizu||
1710,1821||Maurice Ronet Gabriele Ferzetti Annie Girardot|||
1711,1822|Being Julia|Annette Carol Bening Jeremy John Irons Shaun Evans|Ronald Harwood W. Somerset Maugham||
1712,1823|Fay Grim|Liam Padraic Aiken Jeffrey Lynn Goldblum Parker Christian Posey James Urbaniak|Hal Hartley||
1713,1824||Sandra Hess Lisa Deanna Rinna David Michael Hasselhoff|David S. Goyer||
1714,1826||Shelby Knox|||
1715,1827||Joy Shelton Naunton Wayne Patricia Roc Terry Randall Moore Marriott Basil Radford Gordon Jackson (actor) Eric Harrison Portman Megs Jenkins|Frank Launder Sidney Gilliat||
1716,1828|Girls Town|Mel Torm? Ray Anthony Paul Anka Mamie van Doren|Robert Hardy Andrews Robert Smith (film writer)||
1717,1829|Blazing Stewardesses|Margaret Yvonne Middleton|John D'Amato||
1718,1830|That's My Meat|Alfred St. John|Jack Townley John Grey (screenwriter) Ernest Pagano||
1719,1832||Nanda (actress) Rajendra Kumar Ashok Kumar|C. J. Pavri Akhtar-Ul-Iman||
1720,1833||Christopher Frank Carandini Lee Denholm Mitchell Elliott John Devon Roland Pertwee Peter Wilton Cushing Ngaire Dawn Porter|Robert Bloch Russ Jones||
1721,1834|Billy Madison|William Lyle Richardson Bradley Whitford Bridgette Leann Wilson Josh Mostel Adam Richard Sandler Norm MacDonald|Adam Richard Sandler Tim Herlihy||
1722,1835|Tokyo Raiders|Vivian Chen Wai Man (u9673u6167u6C76) Ekin Cheng Tony Leung Chiu Wai|||
1723,1836||William Edgar Buchanan Gypsy Rose Lee Chill Wills Pat O'Brien Walter Andrew Brennan|Jameson Brewer||
1724,1837||Gita Dey Ranen Ray Choudhury Supriya Choudhury Gyanesh Mukherjee Dwiju Bhawal Anil Chatterjee Niranjan Ray Gita Ghatak Bijon Bhattacharya|Shaktipada Rajguru Ritwik Ghatak||
1725,1838|One Million B.C.|Victor Mature|||
1726,1839||Kamal Haasan|||
1727,1840|La calle sin sol|Manolo Mor?n ?ngel de Andr?s Amparo Rivelles Mary Delgado Antonio Vilar|Miguel Mihura||
1728,1841|Akai hashi no shita no nurui mizu|Yukiya Kitamura Mansaku Fuwa Koji Yakusho Isao Natsuyagi Hijiri Kojima Mitsuko Baisho Misa Shimizu|Motofumi Tomikawa Shohei Imamura Daisuke Tengan Yo Henmi||
1729,1842||Josh Lucas Lukas Daniel Haas Adam Brody|Boaz Yakin||
1730,1843||Phil Vischer Mike Nawrocki|||
1731,1844||Takeshi Yoshioka Gaku Hamada Mai Saito|||
1732,1845||De'Aundre Bonds Artimus Lamont Bentley Clarence Williams III|Rusty Cundieff||
1733,1846|A Man from the Boulevard des Capuchines|Andrei Mironov Aleksandra Yakovleva-Aasmyae|Eduard Akopov||
1734,1848||Seizabur? Kawazu Hiroshi Koizumi Susumu Fujita Nobuo Nakamura Robert Dunham Y?ko Fujiyama Yosuke Natsuki Eisei Amamoto Jun Tazaki Akiko Wakabayashi|Jojiro Okami Shinichi Sekizawa||
1735,1849||Bhavana (actress) Jayaram|||
1736,1850|Austin Powers: The Spy Who Shagged Me|Robert Hepler Lowe Robert John Wagner Michael Hugh Johnson Heather Graham Michael John Myers|Michael John Myers Michael McCullers||
1737,1851||Dennis William Quaid David Paymer James Edgar Belushi Tupac Shakur Todd Jones Lela Rochon Gary Cole Wendy Crewson|Jim Kouf||
1738,1852||Joseph Vijay Chandrasekhar|||
1739,1853||Kenji Kohashi Shuuji Kashiwabara Masatoshi Matsuo|Yasutaka Tsutsui Masazaku Migita||
1740,1854||Lambert Wilson Daniel Pr?vost Jalil Lespert Darry Cowl Sabine Az?ma Isabelle Nanty Audrey Tautou Pierre Arditi|Andr? Barde||
1741,1856|Honeymoon in Vegas|Sarah Jessica Parker Seymour Cassel Nicholas Kim Coppola James Langston Edmund Caan Peter Lawrence Boyle|Andrew Bergman||
1742,1857||Dwight Iliff Fry Melvyn Edouard Hesselberg Vina Fay Wray Lionel Atwill|Edward T. Lowe Jr.||
1743,1858||Francisco Rabal|H. P. Lovecraft||
1744,1859||Emmett Lynn Victor Travers Jerome Lester Horwitz Al Thompson Robert McKenzie Harry Moses Horwitz Larry Fine (actor) Eva McKenzie|Clyde Bruckman||
1745,1860|The Prince and the Showgirl|Laurence Kerr Olivier Norma Jeane Mortenson|Terrence Rattigan||
1746,1861||William Bishop Evelyn Louise Keyes Geza Korvin Karpathi Lola Albright Dorothy Malone|Harry Essex||
1747,1864|Nu00E4r alla vet|Ewa Fr?ling Rebecka Hemse Helge Jordal Nicolai Cleve Broch Emil Lindroth Hampus Bj?rck|Per Knutsen Hansi Mandoki||
1748,1865||Michel Elias Jean Valmont|Ren? Laloux Stefan Wul Jean Henri Gaston Giraud||
1749,1866|Little Murders|Elliott Goldstein Marcia Rodd Doris Roberts Vincenzo Scognamiglio|Jules Feiffer||
1750,1867|The Phenix City Story||||
1751,1868|The Field|Richard St.  John Harris Shaun Mark Bean Thomas Michael Moore Brenda Fricker John Vincent Hurt|John B. Keane Jim Sheridan||
1752,1869||Phil Vischer Mike Nawrocki|Phil Vischer||
1753,1870||Aftab Shivdasani Preeti Janghiani Rahul Dev Sunil Shetty Rajiv Hari Om Bhatia|Anand Vardhan Mangesh Kulkarni||
1754,1871|Raoul Coutard Contempt|Michel Piccoli Fritz Lang Giorgia Moll  Volodymyr Palahnyuk|Jean-Luc Godard Alberto Moravia||
1755,1872|Best Laid Plans||||
1756,1873|Being John Malkovich|Cameron Michelle Diaz John Paul Cusack John Gavin Malkovich Catherine Ann Keener|Charles Stuart Kaufman||
1757,1874|GoBots: Battle of the Rock Lords|Lou Richards Michael Nouri Roddy MacDowall Aristotelis Savalas Bernard Erhard Franklin W. Welker Margot Kidder|Jeff Segal||
1758,1875|Little Black Book|Kathleen Doyle Bates Holly P. Hunter Ronald Joseph Livingston Brittany Anne Bertolotti|Melissa Carter Elisa Bell||
1759,1876||Anne Luther William Davis Garwood Jr.|||
1760,1877||Rosemarie Magdalena Albach-Retty Fabio Testi Nikolaus Karl Gu00FCnther Nakszyu0144ski Jacques Dutronc|Christopher Frank Andrzej ?u?awski||
1761,1878||Leonor Benedetto|An?bal Di Salvo Jos? P. Dominiani||
1762,1879||Andrea Scotti Paola Senatore Luigi Antonio Guerra Rosanna Schiaffino Lucretia Love Eva Czemerys Chris Avram Janet Agren Eduardo Filipone Howard Ross (actor) Gaetano Russo|Biagio Proietti Paolo Levi Giuseppe Bennati||
1763,1880||James Langston Edmund Caan Paul Anthony Sorvino Mary Laurence Hutton|James Toback||
1764,1881|What Happened to Mary?|Marcus McDermott Mary Fuller|Horace G. Plympton||
1765,1882|Terkel in Trouble|Anders Matthesen|Mette Heeno Anders Matthesen||
1766,1884|Ankahee|Aftab Shivdasani Esha Deol Amisha Patel|Vikram Bhatt||
1767,1885|The House with Closed Shutters|Henry Brazeale Walthall|Emmett C. Hall||
1768,1886|Mom at Sixteen||Nancey Silvers||
1769,1887|Transformers|Joshua David Duhamel Hugo Wallace Weaving Shia Saide LaBeouf Peter Cullen Megan Denise Fox Tyrese Gibson|Alex Kurtzman Roberto Orci John Rogers (writer)||
1770,1888||Rajnikanth|||
1771,1889|Bride for Sale|Lily Claudette Chauchoin George Brendan Nolan Robert George Young|Islin Auster Frederick Kohner Joseph Fields Bruce Manning||
1772,1890|Cinderella||Charles Perrault George Arthur Bloom||
1773,1891||Gerardo Romano|Dalmiro S?enz V?ctor D?nenzon||
1774,1892||Isabelle Yasmine Adjani Anthony Higgins Margaret Natalie Smith Alan Arthur Bates|Jean Rhys Ruth Prawer Jhabvala||
1775,1893|F.I.S.T.|Rodney Stephen Steiger David Huffman (actor) Sylvester Gardenzio Stallone Kevin Conway (actor) Tony Lo Bianco Melinda Dillon Peter Lawrence Boyle|Joe Eszterhas Sylvester Gardenzio Stallone||
1776,1894|Dancer in the Dark Palme d'Or|Cara Seymour Bj?rk Catherine Fabienne Dorlu00E9ac Vladica Kostic David Morse Peter Ingvar Rolf Storm|Lars von Trier||
1777,1895|The God Within|Henry Brazeale Walthall|F.P. Bayer||
1778,1896||Wallace Shawn Donald McNichol Sutherland Trinidad Silva John H. Lebzelter Larry Riley Sean Justin Penn Christine Baranski|Jeffrey Fiskin||
1779,1897||Brion James Philip Andre Rourke Jr. Lori Singer|Philip Andre Rourke Jr.||
